story_cluster_id,story_cluster_hint,canonical_event_type,event_name,event_location,event_date_reference,rumor_status,event_phase,rhetorical_frame_primary,newspaper_title,date,publication_place,news_origin_norm,transmission_formula,transmission_medium,probable_chain,source_criticism_note,needs_review,review_reason
MISSOLONGHII_SIEGE_APRIL_1826_330333,MISSOLONGHI_SIEGE_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,8d,reported,reported_account,military_strategic,Morning Chronicle,Thursday 06 April 1826,London,Paris,PARIS PAPERS ...,newspaper_reprint,Paris -> London,"The information is based on Paris papers reprinted in a London newspaper, indicating a reported account without official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,prisoners_captives,Capture of the Schech-Islam by Greeks,Rhodes,1821,reported,reported_account,classical_inheritance,Journal De Paris,1821-08-29,Paris,Constantinople,,unknown,Constantinople -> Paris,The information is based on reported accounts with some hearsay elements and lacks official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,atrocity,Reported Atrocities near Athens,Athens,1821,reported,reported_account,ottoman_barbarity,"Le Véridique : Journal Administratif, Judiciaire, Littéraire Du Département De Lhérault",1821-10-14,Montpellier,Athens,"Un officier allemand au service des Grecs, m'a raconté le trait suivant",oral_report,Athens -> Montpellier,"The information is based on a personal eyewitness account and a secondhand oral report, lacking official confirmation.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Recognition of England and France's intervention in Greece,Greece,"Oct. 27, 1828",reported,reported_account,diplomatic_negotiation,Flindell's Western Luminary,Tuesday 28 October 1828,Devon,London,Intelligence has been received that the 1. orte lad a«reed to recognize the intervention England and France,unknown,London,"The information is based on received intelligence without explicit official confirmation, indicating a reported but not confirmed status.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,battle,Greek losses near Pirée,Pirée,before 1827-03-19,reported,reported_account,military_strategic,Létoile : Journal Du Soir,1827-03-19,Paris,Naples,On écrit de Naples que la garnison autrichienne de...,letter,Naples -> Paris,"The information is based on letters and reports from Naples and a Lydriote, indicating reported but not confirmed news.",False,
GREEK_NAVAL_OPERATIONS_1822_06F7C4,GREEK_NAVAL_OPERATIONS_1822,naval_operation,Greek naval activity in the gulf of C issnndrr,gulf of C issnndrr,1822,reported,reported_account,diplomatic_negotiation,Journal De La Pointe-À-Pitre,1822-01-24,Unknown,Vienna,incessamment le cabinet de Vi-nne à la r«m- fédération germanique,official_dispatch,Greek provinces -> Vienna -> Journal De La Pointe-À-Pitre,"The information is based on reports received by the Vienna cabinet and published in a French newspaper, indicating a secondary report without official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1822_F38CDD,GREEK_WAR_OF_INDEPENDENCE_1822,diplomacy,Note from Lord Strangford to the Sublime Porte on Greek rebel debts,Sublime Porte,27 août,reported,reported_account,diplomatic_negotiation,"Le Véridique : Journal Administratif, Judiciaire, Littéraire Du Département De Lhérault",1822-10-31,Montpellier,Naples,apporté» par le courrier d'Italie arrivé aujourd'hui,courier,Naples -> Italie -> Montpellier,"The information is based on newspapers from Naples received by courier and a diplomatic note dated 27 August, indicating a reported diplomatic communication rather than confirmed outcomes.",False,
GREEK_INDEPENDENCE_1830_F81286,GREEK_INDEPENDENCE_1830,political_development,Greek Independence Displeases Turks and Greeks in Constantinople,Constantinople,1830,reported,reported_account,unclear,English Chronicle and Whitehall Evening Post,Thursday 06 May 1830,London,Constantinople,Extract of a private letter from Constantinople,private_correspondence,Constantinople -> London,"Information is based on a private letter from Constantinople, indicating a reported account without official confirmation.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1827_9A83DC,GREEK_INDEPENDENCE_DIPLOMACY_1827,diplomacy,Diplomatic negotiations on Greek treaty consent,Constantinople,"16 août, 30 août (dates mentioned in text)",reported,reported_account,diplomatic_negotiation,La Quotidienne,1827-09-24,Paris,Constantinople,On lit dans le Glob and Travelter CONSTANTINOPLE.,newspaper_reprint,Constantinople -> Paris,"The information is a reported diplomatic communication cited from another newspaper, indicating circulating rumors and official responses but lacking full confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1825_446895,GREEK_WAR_OF_INDEPENDENCE_1825,military_movement,Egyptian successes in the Morea and Greek rising,Morea,1825,reported,reported_account,military_strategic,Dublin Morning Register,Monday 09 May 1825,Dublin,Constantinople,affirmed by the most recent letters from Constantinople,letter,Constantinople -> Dublin,"Information is based on recent letters from Constantinople, indicating a reported but not officially confirmed military situation.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,battle,Naval engagement between Miaulis and Egyptian fleet,between the waters of Candie and Cerigo,2 janvier,reported,reported_account,military_strategic,Journal Politique Et Littéraire De Toulouse Et De La Haute-Garonne,1827-02-13,Toulouse,Zante,"Une lettre de Zante, de la même date, annonce que le bruit courait",letter,Zante -> Toulouse,The information is based on a letter reporting circulating rumors rather than official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,military_movement,Greek control of the Morée and troop movements,Morée,16 octobre 1821,reported,reported_account,military_strategic,"Affiches Et Annonces Judiciaires, Administratives Et Commerciales Du Département Du Nord",1821-11-18,Unknown,Livorno,"Le Mercure de Souabe publie l'extrait suivant d’une lettre de Livourne, du 16 octobre",newspaper_reprint,"Livourne -> Affiches Et Annonces Judiciaires, Administratives Et Commerciales Du Département Du Nord",The information is based on a newspaper reprint of a letter from Livourne and uses phrases indicating confirmation but lacks official or multiple corroborations.,False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,political_development,Russian support for Greek insurgents,Asie,1821,reported,reported_account,diplomatic_negotiation,L'Indicateur,1821-11-30,Bordeaux,Paris,Les circulaires adressées aux pachas d’Asie ajoutent qne cet imminent danger est suscité par le cabinet de Pétersbourg,official_dispatch,Asie -> Paris -> Bordeaux,"The information is based on circulars reported by another newspaper, indicating a reported but not confirmed diplomatic claim.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1827_9A83DC,GREEK_INDEPENDENCE_DIPLOMACY_1827,political_development,Austria's opposition to Greek independence,Austria,Wednesday (prior to Monday 08 October 1827),editorial_comment,editorial_comment,diplomatic_negotiation,Evans and Ruffy's Farmer's Journal,Monday 08 October 1827,London,Samos,THE French Papers of Wednesday,newspaper_reprint,Samos -> London,"The information is an editorial comment based on French newspaper reports, reflecting opinion rather than confirmed facts.",False,
GREEK_WAR_OF_INDEPENDENCE_1828_F19801,GREEK_WAR_OF_INDEPENDENCE_1828,military_movement,Naval and military restrictions and Greek corsair activity,Syros and surrounding waters,"1er juillet (letter date), 1828",reported,reported_account,military_strategic,"Nouveau Journal De Paris Et Des Départemens : Feuille Administrative, Commerciale, Industrielle Et Littéraire",1828-10-18,Unknown,Syros,On a su par un navire arrivé de Napoli de Romaine,ship,Syros -> Napoli de Romaine,"The information is based on a letter from a vice-admiral and a report from a ship, indicating reported but not confirmed news.",False,
GREEK_INDEPENDENCE_1822_6DA788,GREEK_INDEPENDENCE_1822,political_development,French Government stance on Greek independence,France,1822,editorial_comment,editorial_comment,diplomatic_negotiation,New Times (London),Monday 29 July 1822,London,France,,unknown,France -> London,The text is an editorial comment expressing opinion on French policy rather than a direct news report.,False,
GREEK_WAR_OF_INDEPENDENCE_1828_F19801,GREEK_WAR_OF_INDEPENDENCE_1828,diplomacy,Armistice negotiations between Ibrahim and Greek leaders,Egine,1828,reported,reported_account,diplomatic_negotiation,Journal Politique Et Littéraire De Toulouse Et De La Haute-Garonne,1828-03-03,Toulouse,Ancona,Le capitaine du paquebot à vapeur des îles Ioniennes a dit à Ancone,steamboat,Ionian Islands -> Ancona,The information is based on secondhand reports conveyed by a steamboat captain and uses cautious language indicating it is not fully confirmed.,False,
GREEK_INDEPENDENCE_DIPLOMACY_1829_B51A57,GREEK_INDEPENDENCE_DIPLOMACY_1829,diplomacy,Ottoman intention to accede to Greek independence,Constantinople,17th of August,reported,reported_account,diplomatic_negotiation,Bell's Life in London and Sporting Chronicle,Sunday 13 September 1829,London,Constantinople,"by an arrival from Constantinople, of the 17th of August, it is stated",ship,Constantinople -> London,"The information is based on a reported arrival from Constantinople and uses cautious language, indicating it is not officially confirmed.",False,
MISSOLONGHII_SIEGE_APRIL_1826_330333,MISSOLONGHI_SIEGE_APRIL_1826,naval_operation,Greek fleet movement towards Missolonghi,Missolonghi,29 April 1826,reported,reported_account,military_strategic,Le Courrier Français,1826-05-11,Paris,Trieste,"LOsservatore Triestino, qui sempresse de tenir ses lecteurs au courant des événemens du théâtre de la guerre, annonce dans sa",newspaper_reprint,Trieste -> Paris,"The information is a secondhand report reprinted from another newspaper, indicating observation but lacking official confirmation.",False,
MISSOLONGHII_FALL_MAY_1829_A101D1,MISSOLONGHI_FALL_MAY_1829,fall,Fall of Missolonghi,Missolonghi,29 mai,reported,reported_account,military_strategic,Le Courrier Français,1829-06-17,Paris,Corfu,Des lettres de Corfou du 29 mai mandent que Missolonghi s'est enfin rendu aux Grecs,letter,Corfu -> Paris,"The information is based on letters received from Corfu dated 29 May, indicating a reported but not officially confirmed event.",False,
GREEK_WAR_INDEPENDENCE_1821_21710F,GREEK_WAR_INDEPENDENCE_1821,political_development,Greek War of Independence early developments,,1821,editorial_comment,editorial_comment,classical_inheritance,Le Télégraphe,1821-12-23,Unknown,Paris,,unknown,,The text is an editorial commentary reflecting on Greek actions and aspirations rather than a direct news report or confirmed event.,False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Greek Independence Treaty Enforcement,Greece,6th July 1828,reported,reported_account,diplomatic_negotiation,Caledonian Mercury,Thursday 14 August 1828,Midlothian,London,,unknown,Greece -> London,"The information is a government statement reported in a London newspaper, indicating a high level of official certainty but lacking direct official dispatch confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,battle,Combat involving pacha Omar and Greek forces,Morée,25 mai 1821,reported,reported_account,military_strategic,Journal du Commerce,1821-06-23,Paris,Trieste,"Suivant une lettre de Trieste, du 25 mai",letter,Greece -> Trieste -> Paris,"Information is based on a letter received in Trieste reporting secondhand news from Greek sources, thus not officially confirmed.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1829_B51A57,GREEK_INDEPENDENCE_DIPLOMACY_1829,diplomacy,Sultan's consent to acknowledge Greek independence,Greece,1829,reported,reported_account,diplomatic_negotiation,Saint James's Chronicle,Tuesday 01 September 1829,London,Vienna,,unknown,Vienna -> London,"The information is presented as hearsay or rumor without official confirmation, indicated by phrases like 'it is said' and 'it is further stated'.",False,
GREEK_INDEPENDENCE_1821_0926A5,GREEK_INDEPENDENCE_1821,political_development,Greek Senate manifesto for independence,Calamais,1821,reported,reported_account,revolutionary_disorder,Evening Mail,Wednesday 13 June 1821,London,Kalamata,,unknown,Kalamata -> London,"The information is presented as reported news without official confirmation, indicated by phrases like 'It is said that'.",False,
GREEK_NAVAL_OPERATIONS_1828_8D15A5,GREEK_NAVAL_OPERATIONS_1828,naval_operation,Greek naval operations near Missolonghi and Navarino,"Missolonghi, Navarino, Vassiladi fort",unclear,reported,reported_account,military_strategic,Le Moniteur Universel,1828-02-07,Paris,Zante,"D'après des lettres de Modon, reçues à Zante",letter,Modon -> Zante -> Paris,"The information is based on letters and rumors received at Zante, indicating a reported but unconfirmed status.",False,
GREEK_INDEPENDENCE_NEGOTIATIONS_1828_708E62,GREEK_INDEPENDENCE_NEGOTIATIONS_1828,diplomacy,Turkish agreement to Greek independence,Greece,"April 15, 1828",reported,reported_account,diplomatic_negotiation,English Chronicle And Whitehall Evening Post,1828-04-15,London,Greece,,unknown,Greece -> London,"The information is presented as hopeful intelligence without official confirmation, indicating a reported but not confirmed status.",False,
GREEK_WAR_OF_INDEPENDENCE_1826_C06203,GREEK_WAR_OF_INDEPENDENCE_1826,diplomacy,Cessation of hostilities proposal between Turks and Greeks,Greece,1826-12-30,reported,reported_account,diplomatic_negotiation,The Sun,1826-12-30,London,Paris,(EXPRESS FROM PARIS.),official_dispatch,Paris -> London,"The information is presented as a reported proposal with no official confirmation, indicating moderate uncertainty.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,diplomacy,Proposed Mediation on behalf of the Greeks,,1827,reported,reported_account,diplomatic_negotiation,Stockport Advertiser and Guardian,Friday 20 July 1827,Cheshire,Geneva,,unknown,Geneva -> Cheshire,"The information is based on a statement by a Geneva native with an independent interest, indicating a reported account rather than confirmed news.",False,
GREEK_NAVAL_OPERATIONS_1822_06F7C4,GREEK_NAVAL_OPERATIONS_1822,military_movement,Greek naval positioning and strategic intentions,"Hydra, Spezia, Ipsara, Candie",1822,reported,reported_account,military_strategic,"Journal Du Gard : Politique, Administratif Et Littéraire [Puis Administratif, Judiciaire, Commercial, Dagriculture, Sciences Et Arts]",1822-02-13,Unknown,Malta,Nous apprenons par des nouvelles récentes de Malte,unknown,Malte -> Journal Du Gard,The information is based on recent news received from Malta and reflects reported movements and declarations without official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,military_movement,Greek naval captures and Derwich-Pacha defeat,"Hydra, Ipsara, Livadie, Larisse, Missolunghi, Patras",20 août,reported,reported_account,military_strategic,Journal du Commerce,1824-09-24,Paris,Zante,Extrait d'une lettre particulière.,private_correspondence,Zante -> Paris,The information is based on private correspondence reporting multiple military events with some confirmations but also uncertainties and unknown details.,False,
GREEK_WAR_OF_INDEPENDENCE_1825_446895,GREEK_WAR_OF_INDEPENDENCE_1825,political_development,Ottoman rejection of Christian powers' mediation on Greek affairs,Constantinople,1825,reported,reported_account,diplomatic_negotiation,Gazette de France,Unknown,Paris,Constantinople,,unknown,Constantinople -> Paris,"The information is presented as a report from Constantinople without explicit source citation or official confirmation, indicating moderate reliability.",False,
PHILHELLENISM_1827_5C954F,PHILHELLENISM_1827,political_development,Philhellenism and Greek cause support,Greece,1827,editorial_comment,editorial_comment,classical_inheritance,Journal Politique Et Littéraire De Toulouse Et De La Haute-Garonne,1827-07-07,Toulouse,Aix,,unknown,Aix -> Toulouse,"The text is an editorial commentary expressing pro-Greek sentiment and referencing a public session at the Société académique d'Aix, not a direct news report.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1827_9A83DC,GREEK_INDEPENDENCE_DIPLOMACY_1827,diplomacy,Diplomatic efforts for Greek pacification and independence,Constantinople,1823 and April 1826,reported,reported_account,diplomatic_negotiation,La Quotidienne,1827-06-07,Paris,Paris,Un journal ministériel du soir affirme,newspaper_reprint,,"The information is based on a ministerial evening newspaper report presenting government intentions and diplomatic instructions, without independent confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,military_movement,Greek fight for independence,Athens,March 1824,reported,reported_account,humanitarian_urgency,The Sun,1824-07-14,London,Athens,LETTER FROM M. LEICESTER STANHOPE,letter,Athens -> London,"Information is based on a letter from M. Leicester Stanhope, indicating a personal report rather than official confirmation.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,diplomacy,Allied Powers' Position on Greek Affairs,Greece,25th Sept.,reported,reported_account,diplomatic_negotiation,Staffordshire Advertiser,1827-10-20,Staffordshire,Corfu,Intelligence from Corfu 25th Sept. (significantly pronounced to be merely of Greek origin) announces,unknown,Corfu -> Staffordshire,"The information is based on intelligence reported from Corfu, explicitly noted as of Greek origin and lacking official declarations, indicating moderate uncertainty.",False,
MISSOLONGHII_SIEGE_APRIL_1826_330333,MISSOLONGHI_SIEGE_APRIL_1826,siege,Attack upon Missolonghi,Missolonghi,about a fortnight ago,reported,reported_account,military_strategic,Aris's Birmingham Gazette,Monday 17 April 1826,Warwickshire,Lausanne,"received about a fortnight ago by the Greek Committee, at Lausanne",unknown,Greece -> Lausanne -> UK,The information is based on a report received by the Greek Committee in Lausanne and confirms earlier rumors but lacks official confirmation.,False,
GREEK_INDEPENDENCE_DIPLOMACY_1828_A77F38,GREEK_INDEPENDENCE_DIPLOMACY_1828,diplomacy,Proposed Overture to the Porte for Greek Independence,Corfu,1828,rumor,reported_account,diplomatic_negotiation,Waterford Chronicle,Saturday 31 May 1828,Unknown,Corfu,"When the tliree Ministers of the Allied Powers meet at Corfu, another overture will, it said, made to the Porte",unknown,Corfu,"The information is presented as a reported intention or rumor without official confirmation, indicated by phrases like 'it said'.",False,
GREEK_WAR_OF_INDEPENDENCE_1826_C06203,GREEK_WAR_OF_INDEPENDENCE_1826,military_movement,Late Action in Greece,Greece,1826,reported,reported_account,military_strategic,"Drogheda Journal, or Meath & Louth Advertiser",Wednesday 15 November 1826,Louth,Toulon,"Captain Maillet, one of the most intrepid companions of Fabvier, and who has contributed much to the organization of the",letter,Greece -> Toulon -> Louth,"Information is based on a letter from Captain Maillet, an involved participant, but lacks official confirmation or multiple sources.",False,
MISSOLONGHII_SIEGE_1825_7814A1,MISSOLONGHI_SIEGE_1825,military_movement,Preparations and Naval Movements near Missolonghi,Missolonghi,20 November,reported,reported_account,military_strategic,Gazette de France,Unknown,Paris,Missolonghi,le commandant de la division navale du blocus grec avait prévenu les autorités de l'arrivée de la flotte d'Alexandrie,official_dispatch,Missolonghi -> Paris,"The information is based on reported military movements and preparations without official confirmation, reflecting a news report rather than verified facts.",False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,atrocity,Greek population treatment in Smyrna during the war,Smyrna,1827,editorial_comment,editorial_comment,diplomatic_negotiation,Le Moniteur Universel,1827-11-19,Paris,Smyrna,,unknown,Smyrna -> Paris,The text is an editorial comment reflecting on the situation and diplomatic context rather than a direct news report or confirmed event.,False,
GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,GREEK_WAR_OF_INDEPENDENCE_1827,naval_operation,Seizure of Turkish ship by Greek warship,Malte,20 août,reported,reported_account,diplomatic_negotiation,Niederrheinischer Kurier,1827-09-27,Strasbourg,Smyrna,,unknown,Smyrne -> Strasbourg,"The information is a reported account from Smyrna without explicit official confirmation, indicating moderate reliability.",False,
GREEK_NAVAL_OPERATIONS_1829_5E4A1A,GREEK_NAVAL_OPERATIONS_1829,naval_operation,Seizure of Austrian supply ships by Greeks,Egine,1829,reported,reported_account,diplomatic_negotiation,Le Moniteur Universel,1829-03-01,Paris,Aegina,,unknown,Aegina -> Paris,"The information is presented as a government denunciation and subsequent naval action, indicating a reported account rather than confirmed or official confirmation.",False,
GREEK_INDEPENDENCE_DIPLOMACY_1829_B51A57,GREEK_INDEPENDENCE_DIPLOMACY_1829,diplomacy,Peace Treaty and Armistice between Greeks and Turks,Constantinople,22 mars 1829,reported,reported_account,diplomatic_negotiation,Le Courrier Français,1829-10-07,Paris,Constantinople,,unknown,,The information is presented as stipulated in a treaty and armistice but lacks explicit official confirmation or named sources.,False,
MISSOLONGHII_SIEGE_1825_7814A1,MISSOLONGHI_SIEGE_1825,atrocity,Deserters from Siege of Missolonghi atrocities,Arta,1825,reported,reported_account,ottoman_barbarity,Le Véridique,Unknown,Unknown,Missolonghi,,unknown,Missolonghi -> Arta,"The report describes violent acts by deserters without citing sources or official confirmation, indicating a single newspaper account.",False,
NAVARINO_BATTLE_1827_CE0A21,NAVARINO_BATTLE_1827,naval_operation,Destruction of Ottoman fleet at Port of Navarino,Port of Navarino,Oct. 24,reported,reported_account,military_strategic,Atlas,1827-12-09,Alger,Port Of Navarino,,unknown,Port Of Navarino -> Alger,"The information is presented as a report learned by the newspaper without official confirmation, indicating moderate certainty but not full verification.",False,
GREEK_INDEPENDENCE_1829_325E4A,GREEK_INDEPENDENCE_1829,diplomacy,Recognition of Greek Independence,Greece,1829,reported,reported_account,diplomatic_negotiation,London Packet And New Lloyds Evening Post,1829-08-14,London,Augsburg,,unknown,Augsburg -> London,The information is based on a secondary newspaper source reporting ongoing diplomatic uncertainty without official confirmation.,False,
GREECE_UNCLEAR_1825_2C591C,,unclear,,Greece,,reported,reported_account,revolutionary_disorder,Morning Advertiser,Monday 24 October 1825,London,London,it said to have been forwarded «i> EncUndby the son of the Greek Admiral Miaulis,private_correspondence,Greece -> England -> London,"The information is presented as forwarded by a private individual and is not confirmed by official sources, indicating a reported but unverified account.",False,
GREEK_INTERNAL_AFFAIRS_1832_392144,GREEK_INTERNAL_AFFAIRS_1832,political_development,Greek inclination to return to former ruler after civil war,Greece,"May 16, 1832",reported,reported_account,revolutionary_disorder,Albion and the Star,Thursday 17 May 1832,Unknown,Antwerp,"du Commerce of Antwerp, May 16.",newspaper_reprint,Greece -> Antwerp -> UK,The information is a secondhand report from Antwerp citing Greek internal political tendencies without official confirmation.,False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,naval_operation,Pursuit and grounding of Turkish war brig near Zante,"rade de Chéri, île de Zante",5 octobre,reported,reported_account,neutral_information,Le Drapeau Blanc / Par A Martainville Et Plusieurs Hommes De Lettres,1821-12-08,Paris,Corfu,,unknown,Corfu -> Paris,"The information is a reported account from Corfu without explicit official confirmation or named sources, thus remains unconfirmed.",False,
GREEK_WAR_OF_INDEPENDENCE_1824_6976EA,GREEK_WAR_OF_INDEPENDENCE_1824,military_movement,Turks expected to be driven out,Greece,October,reported,reported_account,military_strategic,Westmeath Journal,Thursday 16 December 1824,Westmeath,Zante,"Letters were received on Saturday from Zante, dated October",letter,Zante -> Westmeath,"Information is based on letters lacking particular facts and expressing hopeful expectations, indicating low evidentiary certainty.",False,
GREEK_WAR_OF_INDEPENDENCE_1826_C06203,GREEK_WAR_OF_INDEPENDENCE_1826,political_development,Greek struggle for independence,Morea,unclear,reported,reported_account,humanitarian_urgency,Flemings British Farmers Chronicle,1826-09-25,Unknown,Paris,"Roche, to the Greek Committee in Paris, detailing such facts as a residence of eighteen months in the Morea had",letter,Morea -> Paris,"Information is based on a letter from Roche with personal observations after eighteen months residence, indicating a reported but not officially confirmed account.",False,
GREEK_INDEPENDENCE_1829_325E4A,GREEK_INDEPENDENCE_1829,diplomacy,Modified independence of Greece,Greece,"October 11, 1829",reported,reported_account,diplomatic_negotiation,Englishman,Sunday 11 October 1829,London,Brighton,,unknown,Brighton -> London,The information is a partial report referencing ongoing diplomatic questions without official confirmation or named sources.,False,
GREEK_INDEPENDENCE_1827_D13FC2,GREEK_INDEPENDENCE_1827,political_development,Proclamation of Greek Independence,Greece,1827,reported,reported_account,diplomatic_negotiation,Morning Advertiser,1827-11-14,London,Paris,,unknown,Paris -> London,Information is based on French newspapers and reflects reported intentions rather than official confirmation.,False,
GREEK_WAR_INDEPENDENCE_1821_21710F,GREEK_WAR_INDEPENDENCE_1821,military_movement,Greek Insurrection and Local Reactions in Tunis,Tunis,July 1821,reported,reported_account,military_strategic,Journal des Débats,1821-07-30,Paris,Tunis,par suite des nouvelles arrivées ici des différens points de la Turquie où l'insurrection des Grecs a éclaté,unknown,Turkey -> Tunis -> Paris,"The report is based on letters and reprinted official gazette articles, indicating reported but not fully confirmed information.",False,
UNCLEAR_1828_FB6EAF,,unclear,,,,reported,reported_account,unclear,Stockport Advertiser and Guardian,Friday 29 February 1828,Cheshire,Vienna,,newspaper_reprint,Vienna -> Cheshire,The information is a partial quotation from another newspaper (Austrian Observer) and lacks full context or confirmation.,True,"Text is fragmentary and incomplete, making interpretation and classification uncertain."
GREEK_INDEPENDENCE_1822_6DA788,GREEK_INDEPENDENCE_1822,political_development,Greek Provisional Government Formation,Greece,1822,reported,reported_account,revolutionary_disorder,National Register (London),Monday 08 July 1822,London,London,,unknown,Greece -> London,"The information is presented as a news report without explicit source attribution or official confirmation, reflecting a pro-Greek stance.",False,
MISSOLONGHII_SIEGE_1825_7814A1,MISSOLONGHI_SIEGE_1825,military_movement,Greek military operations near Missolonghi and Etolia,"Missolonghi, Anatolico, Etolia, Péloponèse",6 juin 1825,reported,reported_account,military_strategic,Gazette de France,Unknown,Paris,Trieste,On a reçu à Trieste des lettres du Péloponèse du 6 juin,letter,Péloponèse -> Trieste -> Gazette de France,"The information is based on letters received in Trieste and includes some corrections of earlier rumors, indicating a reported but not fully confirmed account.",False,
GREEK_WAR_OF_INDEPENDENCE_1823_52BD10,GREEK_WAR_OF_INDEPENDENCE_1823,military_movement,Greek troops advance after capture of Napoli di Romania,"Napoli di Romania, Corinthe, Patras",3 février 1823,reported,reported_account,military_strategic,Journal du Commerce,1823-03-05,Paris,Trieste,Suivant les nouvelles He ligne politique de Morée du 3 de ce mois,unknown,Morée -> Trieste -> Paris,"The information is based on secondhand news from Morée dated 3 February 1823, reported in a French newspaper from Trieste, without official confirmation.",False,
UNCLEAR_1824_B440F7,,unclear,,,,reported,reported_account,military_strategic,Morning Post,1824-08-24,London,Zante,"Letters from Zante, and other quarters in Greece, Germany, as well as from Constantinople",letter,Zante -> London,The information is based on letters from multiple locations and represents a reported account rather than confirmed news.,False,
GREEK_WAR_OF_INDEPENDENCE_1822_F38CDD,GREEK_WAR_OF_INDEPENDENCE_1822,political_development,Greek War of Independence,Greece,1822,reported,reported_account,humanitarian_urgency,London Packet And New Lloyds Evening Post,1822-07-08,London,London,,unknown,London,The information is a general report on the Greek struggle for independence without explicit source attribution or confirmation.,False,
GREEK_INDEPENDENCE_DIPLOMACY_1830_C3FB4E,GREEK_INDEPENDENCE_DIPLOMACY_1830,political_development,Palmerston's proposed amendment on Greece,Constantinople,February 1830,reported,reported_account,diplomatic_negotiation,Globe,Wednesday 03 February 1830,Paris,Constantinople,,unknown,Constantinople -> Paris,"The information is presented as reported and conditional, lacking official confirmation or named sources.",False,
GREEK_NAVAL_OPERATIONS_1822_06F7C4,GREEK_NAVAL_OPERATIONS_1822,naval_operation,Greek naval operations against Ottoman fleet,coasts near Fatras and Gulf of Lepanto,10 juin 1822,reported,reported_account,military_strategic,Le Courrier Français,1822-07-09,Paris,Trieste,"lettres (ln 10 juin, écrites, à la vérité, par des Grecs",letter,Greece -> Trieste -> Paris,"Information is based on letters from Greeks and official communications to commerce in Trieste, indicating reported but not fully confirmed news.",False,
MISSOLONGHII_SIEGE_1825_7814A1,MISSOLONGHI_SIEGE_1825,siege,Siege of Missolonghi,Missolonghi,4 mai 1825,reported,reported_account,military_strategic,Gazette de France,"Missolonghi, 4 mai.",Paris,Missolonghi,"Hier, cinq transfuges grecs arcivant du camp des Turcs devant Missolonghi, déclarèrent ce qui suit",oral_report,Missolonghi -> Paris,"Information is based on statements from five Greek defectors, indicating a reported but unconfirmed military situation.",False,
GREEK_WAR_OF_INDEPENDENCE_1821_C31FAE,GREEK_WAR_OF_INDEPENDENCE_1821,military_movement,Greek plans to cut the isthmus of the Morea,Morée,17 août,reported,reported_account,humanitarian_urgency,Journal De Paris,1821-09-22,Paris,Constantinople,"que les dépêches qu'il a apportées sont, de même que cilles de' Constantinople, d'un caractère très-pacifique.",official_dispatch,Constantinople -> Paris,"The information is based on dispatches and a letter from a Greek merchant, indicating reported but not confirmed news.",False,
GREEK_INDEPENDENCE_1829_325E4A,GREEK_INDEPENDENCE_1829,diplomacy,Recognition of Greek Independence,Constantinople,1829,reported,reported_account,diplomatic_negotiation,Leeds Patriot and Yorkshire Advertiser,Saturday 11 April 1829,Unknown,Constantinople,,unknown,Constantinople -> UK,"The information is presented as declarative statements without explicit source attribution or confirmation, indicating a reported diplomatic development.",False,
